isic_id,site
ISIC_5044766,Barcelona2
ISIC_3537571,Barcelona2
ISIC_0159746,Barcelona2
ISIC_3255457,Barcelona2
ISIC_1081430,Barcelona2
ISIC_9247687,Barcelona2
ISIC_4115135,Barcelona2
ISIC_3657182,Barcelona2
ISIC_8849283,Barcelona2
ISIC_4232726,Barcelona2
ISIC_3167315,Barcelona2
ISIC_3069054,Barcelona2
ISIC_6016759,Barcelona2
ISIC_6685128,Barcelona2
ISIC_8421033,Barcelona2
ISIC_5045600,Barcelona2
ISIC_4198421,Barcelona2
ISIC_2603767,Barcelona2
ISIC_8300078,Barcelona2
ISIC_0443835,Barcelona2
ISIC_2492859,Barcelona2
ISIC_2039579,Barcelona2
ISIC_0869142,Barcelona2
ISIC_3887465,Barcelona2
ISIC_7181043,Barcelona2
ISIC_9782457,Barcelona2
ISIC_9027285,Barcelona2
ISIC_4676156,Barcelona2
ISIC_7934218,Barcelona2
ISIC_7939511,Barcelona2
ISIC_8108008,Barcelona2
ISIC_5000531,Barcelona2
ISIC_8893501,Barcelona2
ISIC_1224329,Barcelona2
ISIC_9459785,Barcelona2
ISIC_2977336,Barcelona2
ISIC_8684147,Barcelona2
ISIC_2375394,Barcelona2
ISIC_7400458,Barcelona2
ISIC_7109582,Barcelona2
ISIC_9841563,Barcelona2
ISIC_8675695,Barcelona2
ISIC_7131973,Barcelona2
ISIC_8629308,Barcelona2
ISIC_3401777,Barcelona2
ISIC_4259290,Barcelona2
ISIC_8819163,Barcelona2
ISIC_0291277,Barcelona2
ISIC_2601943,Barcelona2
ISIC_6434192,Barcelona2
ISIC_9816121,Barcelona2
ISIC_6157226,Barcelona2
ISIC_2901944,Barcelona2
ISIC_4666634,Barcelona2
ISIC_9699699,Barcelona2
ISIC_9533977,Barcelona2
ISIC_7136896,Barcelona2
ISIC_6963252,Barcelona2
ISIC_9834467,Barcelona2
ISIC_5475423,Barcelona2
ISIC_7705876,Barcelona2
ISIC_6672519,Barcelona2
ISIC_1390784,Barcelona2
ISIC_3049028,Barcelona2
ISIC_5774483,Barcelona2
ISIC_3265701,Barcelona2
ISIC_5463111,Barcelona2
ISIC_5615520,Barcelona2
ISIC_2737372,Barcelona2
ISIC_8935256,Barcelona2
ISIC_9547725,Barcelona2
ISIC_3237861,Barcelona2
ISIC_4813932,Barcelona2
ISIC_4390968,Barcelona2
ISIC_2174927,Barcelona2
ISIC_6413382,Barcelona2
ISIC_2129292,Barcelona2
ISIC_1995369,Barcelona2
ISIC_3429835,Barcelona2
ISIC_0434114,Barcelona2
ISIC_6132976,Barcelona2
ISIC_1154109,Barcelona2
ISIC_9872410,Barcelona2
ISIC_7215643,Barcelona2
ISIC_4358017,Barcelona2
ISIC_1691732,Barcelona2
ISIC_4527040,Barcelona2
ISIC_6900405,Barcelona2
ISIC_1587362,Barcelona2
ISIC_1519000,Barcelona2
ISIC_0284295,Barcelona2
ISIC_0441415,Barcelona2
ISIC_2321120,Barcelona2
ISIC_5592669,Barcelona2
ISIC_4385637,Barcelona2
ISIC_8949331,Barcelona2
ISIC_9472722,Barcelona2
ISIC_9042906,Barcelona2
ISIC_8575507,Barcelona2
ISIC_2482653,Barcelona2
ISIC_7573727,Barcelona2
ISIC_5901590,Barcelona2
ISIC_2482061,Barcelona2
ISIC_3441888,Barcelona2
ISIC_9466790,Barcelona2
ISIC_6544804,Barcelona2
ISIC_9064668,Barcelona2
ISIC_5667935,Barcelona2
ISIC_1573974,Barcelona2
ISIC_4648708,Barcelona2
ISIC_9057166,Barcelona2
ISIC_4960406,Barcelona2
ISIC_1583673,Barcelona2
ISIC_0208378,Barcelona2
ISIC_9509345,Barcelona2
ISIC_2761471,Barcelona2
ISIC_1817714,Barcelona2
ISIC_2270496,Barcelona2
ISIC_1646954,Barcelona2
ISIC_7180943,Barcelona2
ISIC_5553722,Barcelona2
ISIC_2094064,Barcelona2
ISIC_8880482,Barcelona2
ISIC_3922580,Barcelona2
ISIC_2496983,Barcelona2
ISIC_7546480,Barcelona2
ISIC_4415049,Barcelona2
ISIC_7199089,Barcelona2
ISIC_6556513,Barcelona2
ISIC_1709233,Barcelona2
ISIC_3955379,Barcelona2
ISIC_5015391,Barcelona2
ISIC_7682984,Barcelona2
ISIC_1012387,Barcelona2
ISIC_2466466,Barcelona2
ISIC_0472513,Barcelona2
ISIC_1596297,Barcelona2
ISIC_7607166,Barcelona2
ISIC_6113248,Barcelona2
ISIC_7650711,Barcelona2
ISIC_0394030,Barcelona2
ISIC_2083499,Barcelona2
ISIC_8273033,Barcelona2
ISIC_5614446,Barcelona2
ISIC_1048913,Barcelona2
ISIC_4707552,Barcelona2
ISIC_1358147,Barcelona2
ISIC_1159773,Barcelona2
ISIC_9608773,Barcelona2
ISIC_0641330,Barcelona2
ISIC_6888864,Barcelona2
ISIC_9498942,Barcelona2
ISIC_7891412,Barcelona2
ISIC_3286186,Barcelona2
ISIC_1389438,Barcelona2
ISIC_4114060,Barcelona2
ISIC_8322005,Barcelona2
ISIC_6482577,Barcelona2
ISIC_8953775,Barcelona2
ISIC_2497799,Barcelona2
ISIC_8441293,Barcelona2
ISIC_0280208,Barcelona2
ISIC_7975678,Barcelona2
ISIC_7212966,Barcelona2
ISIC_3592731,Barcelona2
ISIC_3812096,Barcelona2
ISIC_5154175,Barcelona2
ISIC_8042777,Barcelona2
ISIC_3948560,Barcelona2
ISIC_5978705,Barcelona2
ISIC_6165325,Barcelona2
ISIC_1601764,Barcelona2
ISIC_6500342,Barcelona2
ISIC_9117337,Barcelona2
ISIC_6876297,Barcelona2
ISIC_9082440,Barcelona2
ISIC_3717983,Barcelona2
ISIC_1044438,Barcelona2
ISIC_6386354,Barcelona2
ISIC_8321722,Barcelona2
ISIC_5442834,Barcelona2
ISIC_4041169,Barcelona2
ISIC_2108787,Barcelona2
ISIC_0155273,Barcelona2
ISIC_1029536,Barcelona2
ISIC_4649869,Barcelona2
ISIC_7172145,Barcelona2
ISIC_7825897,Barcelona2
ISIC_6331674,Barcelona2
ISIC_8808683,Barcelona2
ISIC_3845253,Barcelona2
ISIC_7311996,Barcelona2
ISIC_8086562,Barcelona2
ISIC_4550251,Barcelona2
ISIC_1584693,Barcelona2
ISIC_8965285,Barcelona2
ISIC_5166956,Barcelona2
ISIC_4468148,Barcelona2
ISIC_2730629,Barcelona2
ISIC_6789494,Barcelona2
ISIC_0494885,Barcelona2
ISIC_6034721,Barcelona2
ISIC_2981762,Barcelona2
ISIC_5193510,Barcelona2
ISIC_1086902,Barcelona2
ISIC_8894948,Barcelona2
ISIC_3152541,Barcelona2
ISIC_4928482,Barcelona2
ISIC_4203206,Barcelona2
ISIC_5841774,Barcelona2
ISIC_0565743,Barcelona2
ISIC_8236959,Barcelona2
ISIC_9652226,Barcelona2
ISIC_3353450,Barcelona2
ISIC_7140910,Barcelona2
ISIC_2722607,Barcelona2
ISIC_9132708,Barcelona2
ISIC_7685077,Barcelona2
ISIC_5908132,Barcelona2
ISIC_8593525,Barcelona2
ISIC_6617044,Barcelona2
ISIC_3212050,Barcelona2
ISIC_6035362,Barcelona2
ISIC_2219050,Barcelona2
ISIC_3709724,Barcelona2
ISIC_7808556,Barcelona2
ISIC_2326179,Barcelona2
ISIC_5955730,Barcelona2
ISIC_3728170,Barcelona2
ISIC_1878481,Barcelona2
ISIC_1157790,Barcelona2
ISIC_0908431,Barcelona2
ISIC_3005651,Barcelona2
ISIC_1107820,Barcelona2
ISIC_9771739,Barcelona2
ISIC_8326957,Barcelona2
ISIC_7745993,Barcelona2
ISIC_2715339,Barcelona2
ISIC_3003111,Barcelona2
ISIC_5855918,Barcelona2
ISIC_1412409,Barcelona2
ISIC_5063451,Barcelona2
ISIC_3770926,Barcelona2
ISIC_9786943,Barcelona2
ISIC_1113271,Barcelona2
ISIC_9037248,Barcelona2
ISIC_7919085,Barcelona2
ISIC_3946019,Barcelona2
ISIC_2284607,Barcelona2
ISIC_2007864,Barcelona2
ISIC_7198243,Barcelona2
ISIC_9070851,Barcelona2
ISIC_2702929,Barcelona2
ISIC_9023603,Barcelona2
ISIC_6328526,Barcelona2
ISIC_0155173,Barcelona2
ISIC_6530659,Barcelona2
ISIC_0281658,Barcelona2
ISIC_2588167,Barcelona2
ISIC_2739547,Barcelona2
ISIC_5826878,Barcelona2
ISIC_1338986,Barcelona2
ISIC_6103766,Barcelona2
ISIC_7829869,Barcelona2
ISIC_5406677,Barcelona2
ISIC_8737864,Barcelona2
ISIC_4665061,Barcelona2
ISIC_7605547,Barcelona2
ISIC_8379020,Barcelona2
ISIC_7071213,Barcelona2
ISIC_8331313,Barcelona2
ISIC_9246565,Barcelona2
ISIC_6000407,Barcelona2
ISIC_1410344,Barcelona2
ISIC_4027455,Barcelona2
ISIC_3592022,Barcelona2
ISIC_2495762,Barcelona2
ISIC_0423395,Barcelona2
ISIC_4288266,Barcelona2
ISIC_2222489,Barcelona2
ISIC_3224643,Barcelona2
ISIC_2624189,Barcelona2
ISIC_2016586,Barcelona2
ISIC_8505182,Barcelona2
ISIC_5231991,Barcelona2
ISIC_7980339,Barcelona2
ISIC_8770205,Barcelona2
ISIC_7487840,Barcelona2
ISIC_2527281,Barcelona2
ISIC_0723595,Barcelona2
ISIC_7103443,Barcelona2
ISIC_8439760,Barcelona2
ISIC_9795608,Barcelona2
ISIC_2618092,Barcelona2
ISIC_2383571,Barcelona2
ISIC_5224107,Barcelona2
ISIC_2871437,Barcelona2
ISIC_3388468,Barcelona2
ISIC_0447631,Barcelona2
ISIC_1646813,Barcelona2
ISIC_7453895,Barcelona2
ISIC_8887142,Barcelona2
ISIC_4480504,Barcelona2
ISIC_4905111,Barcelona2
ISIC_6309336,Barcelona2
ISIC_7520408,Barcelona2
ISIC_0233487,Barcelona2
ISIC_3880028,Barcelona2
ISIC_9227877,Barcelona2
ISIC_1802797,Barcelona2
ISIC_0678913,Barcelona2
ISIC_0519705,Barcelona2
ISIC_8521162,Barcelona2
ISIC_3762853,Barcelona2
ISIC_5184722,Barcelona2
ISIC_7980625,Barcelona2
ISIC_8883454,Barcelona2
ISIC_8036804,Barcelona2
ISIC_5674857,Barcelona2
ISIC_4393521,Barcelona2
ISIC_1197584,Barcelona2
ISIC_9914108,Barcelona2
ISIC_7283524,Barcelona2
ISIC_6502168,Barcelona2
ISIC_2579675,Barcelona2
ISIC_8994812,Barcelona2
ISIC_0205748,Barcelona2
ISIC_1467083,Barcelona2
ISIC_2231078,Barcelona2
ISIC_3688410,Barcelona2
ISIC_0567142,Barcelona2
ISIC_9443898,Barcelona2
ISIC_2125450,Barcelona2
ISIC_0277859,Barcelona2
ISIC_7168935,Barcelona2
ISIC_4132082,Barcelona2
ISIC_3966064,Barcelona2
ISIC_9157809,Barcelona2
ISIC_9893641,Barcelona2
ISIC_8898552,Barcelona2
ISIC_5203137,Barcelona2
ISIC_4620053,Barcelona2
ISIC_1194944,Barcelona2
ISIC_6792155,Barcelona2
ISIC_8825731,Barcelona2
ISIC_6044518,Barcelona2
ISIC_7503521,Barcelona2
ISIC_7383585,Barcelona2
ISIC_4167610,Barcelona2
ISIC_8265669,Barcelona2
ISIC_6137928,Barcelona2
ISIC_6921903,Barcelona2
ISIC_0255508,Barcelona2
ISIC_7840368,Barcelona2
ISIC_0561634,Barcelona2
ISIC_1169724,Barcelona2
ISIC_0758704,Barcelona2
ISIC_5013346,Barcelona2
ISIC_4645138,Barcelona2
ISIC_3724400,Barcelona2
ISIC_7627505,Barcelona2
ISIC_9486313,Barcelona2
ISIC_5796179,Barcelona2
ISIC_9060313,Barcelona2
ISIC_0191871,Barcelona2
ISIC_5457442,Barcelona2
ISIC_7852465,Barcelona2
ISIC_2187515,Barcelona2
ISIC_6674918,Barcelona2
ISIC_9593344,Barcelona2
ISIC_2282949,Barcelona2
ISIC_2040393,Barcelona2
ISIC_0908770,Barcelona2
ISIC_6576813,Barcelona2
ISIC_5530685,Barcelona2
ISIC_6598023,Barcelona2
ISIC_5280331,Barcelona2
ISIC_5731802,Barcelona2
ISIC_2667748,Barcelona2
ISIC_9682473,Barcelona2
ISIC_5627447,Barcelona2
ISIC_7182677,Barcelona2
ISIC_3145458,Barcelona2
ISIC_1251364,Barcelona2
ISIC_7315468,Barcelona2
ISIC_4718884,Barcelona2
ISIC_4499109,Barcelona2
ISIC_7297078,Barcelona2
ISIC_5616624,Barcelona2
ISIC_3009493,Barcelona2
ISIC_0945332,Barcelona2
ISIC_6995731,Barcelona2
ISIC_2423735,Barcelona2
ISIC_2988437,Barcelona2
ISIC_9782083,Barcelona2
ISIC_1936684,Barcelona2
ISIC_1475463,Barcelona2
ISIC_5198201,Barcelona2
ISIC_5272009,Barcelona2
ISIC_6698114,Barcelona2
ISIC_4334767,Barcelona2
ISIC_5333058,Barcelona2
ISIC_8247088,Barcelona2
ISIC_1660565,Barcelona2
ISIC_2211337,Barcelona2
ISIC_1730495,Barcelona2
ISIC_7936559,Barcelona2
ISIC_5619750,Barcelona2
ISIC_7118851,Barcelona2
ISIC_6497135,Barcelona2
ISIC_0636481,Barcelona2
ISIC_5837013,Barcelona2
ISIC_2982895,Barcelona2
ISIC_5023040,Barcelona2
ISIC_4406629,Barcelona2
ISIC_5179549,Barcelona2
ISIC_7164567,Barcelona2
ISIC_1031993,Barcelona2
ISIC_6578516,Barcelona2
ISIC_9198897,Barcelona2
ISIC_8931198,Barcelona2
ISIC_2137639,Barcelona2
ISIC_9195550,Barcelona2
ISIC_9509360,Barcelona2
ISIC_7162343,Barcelona2
ISIC_5406752,Barcelona2
ISIC_4352991,Barcelona2
ISIC_7811951,Barcelona2
ISIC_4343129,Barcelona2
ISIC_3800470,Barcelona2
ISIC_9437390,Barcelona2
ISIC_9483417,Barcelona2
ISIC_2162458,Barcelona2
ISIC_0220461,Barcelona2
ISIC_6001936,Barcelona2
ISIC_7032299,Barcelona2
ISIC_6500602,Barcelona2
ISIC_8087743,Barcelona2
ISIC_9024038,Barcelona2
ISIC_6858074,Barcelona2
ISIC_5301965,Barcelona2
ISIC_8275108,Barcelona2
ISIC_4537937,Barcelona2
ISIC_5660325,Barcelona2
ISIC_9560298,Barcelona2
ISIC_6299609,Barcelona2
ISIC_5569205,Barcelona2
ISIC_0163463,Barcelona2
ISIC_1507583,Barcelona2
ISIC_0610477,Barcelona2
ISIC_0257447,Barcelona2
ISIC_8311363,Barcelona2
ISIC_9501851,Barcelona2
ISIC_9877843,Barcelona2
ISIC_7708255,Barcelona2
ISIC_8785434,Barcelona2
ISIC_9774132,Barcelona2
ISIC_5086219,Barcelona2
ISIC_7522708,Barcelona2
ISIC_8893724,Barcelona2
ISIC_6878588,Barcelona2
ISIC_3080307,Barcelona2
ISIC_3942947,Barcelona2
ISIC_4167053,Barcelona2
ISIC_3003666,Barcelona2
ISIC_3926972,Barcelona2
ISIC_8613657,Barcelona2
ISIC_8277867,Barcelona2
ISIC_0788721,Barcelona2
ISIC_8398000,Barcelona2
ISIC_2896208,Barcelona2
ISIC_2717628,Barcelona2
ISIC_1242992,Barcelona2
ISIC_5902175,Barcelona2
ISIC_6267562,Barcelona2
ISIC_7977871,Barcelona2
ISIC_5407436,Barcelona2
ISIC_1039970,Barcelona2
ISIC_7084197,Barcelona2
ISIC_5952026,Barcelona2
ISIC_3216049,Barcelona2
ISIC_6316781,Barcelona2
ISIC_2800079,Barcelona2
ISIC_8150915,Barcelona2
ISIC_0600084,Barcelona2
ISIC_7416783,Barcelona2
ISIC_4064779,Barcelona2
ISIC_8653964,Barcelona2
ISIC_9682376,Barcelona2
ISIC_5584734,Barcelona2
ISIC_4523238,Barcelona2
ISIC_6604682,Barcelona2
ISIC_6083485,Barcelona2
ISIC_6385296,Barcelona2
ISIC_7387427,Barcelona2
ISIC_6208508,Barcelona2
ISIC_7373794,Barcelona2
ISIC_8813306,Barcelona2
ISIC_1611092,Barcelona2
ISIC_1336250,Barcelona2
ISIC_4052586,Barcelona2
ISIC_3204063,Barcelona2
ISIC_6557292,Barcelona2
ISIC_4175439,Barcelona2
ISIC_2776151,Barcelona2
ISIC_4736149,Barcelona2
ISIC_3082841,Barcelona2
ISIC_1283320,Barcelona2
ISIC_6047197,Barcelona2
ISIC_6590468,Barcelona2
ISIC_9287229,Barcelona2
ISIC_7146904,Barcelona2
ISIC_7254249,Barcelona2
ISIC_4069836,Barcelona2
ISIC_9596955,Barcelona2
ISIC_4454509,Barcelona2
ISIC_0652205,Barcelona2
ISIC_8057020,Barcelona2
ISIC_9845258,Barcelona2
ISIC_2109766,Barcelona2
ISIC_7662847,Barcelona2
ISIC_5357288,Barcelona2
ISIC_2122918,Barcelona2
ISIC_7594625,Barcelona2
ISIC_3101458,Barcelona2
ISIC_3382231,Barcelona2
ISIC_9272897,Barcelona2
ISIC_2163734,Barcelona2
ISIC_0752546,Barcelona2
ISIC_1437817,Barcelona2
ISIC_8040024,Barcelona2
ISIC_1479073,Barcelona2
ISIC_8097610,Barcelona2
ISIC_2380421,Barcelona2
ISIC_3784228,Barcelona2
ISIC_3766998,Barcelona2
ISIC_4422047,Barcelona2
ISIC_5090724,Barcelona2
ISIC_1608524,Barcelona2
ISIC_3590167,Barcelona2
ISIC_7927595,Barcelona2
ISIC_5296786,Barcelona2
ISIC_6365318,Barcelona2
ISIC_4765374,Barcelona2
ISIC_3578037,Barcelona2
ISIC_6629629,Barcelona2
ISIC_3200264,Barcelona2
ISIC_5526118,Barcelona2
ISIC_1001477,Barcelona2
ISIC_5529924,Barcelona2
ISIC_5676027,Barcelona2
ISIC_4101237,Barcelona2
ISIC_3486683,Barcelona2
ISIC_2289043,Barcelona2
ISIC_5199342,Barcelona2
ISIC_8047872,Barcelona2
ISIC_2337786,Barcelona2
ISIC_2606194,Barcelona2
ISIC_4611792,Barcelona2
ISIC_9263990,Barcelona2
ISIC_0271922,Barcelona2
ISIC_6811793,Barcelona2
ISIC_2832595,Barcelona2
ISIC_2208006,Barcelona2
ISIC_5254982,Barcelona2
ISIC_6090499,Barcelona2
ISIC_6087560,Barcelona2
ISIC_9202877,Barcelona2
ISIC_7923714,Barcelona2
ISIC_6362735,Barcelona2
ISIC_0181678,Barcelona2
ISIC_1975665,Barcelona2
ISIC_9696502,Barcelona2
ISIC_9938103,Barcelona2
ISIC_9460903,Barcelona2
ISIC_8380874,Barcelona2
ISIC_4094771,Barcelona2
ISIC_1663144,Barcelona2
ISIC_7947102,Barcelona2
ISIC_5954790,Barcelona2
ISIC_3716147,Barcelona2
ISIC_1283518,Barcelona2
ISIC_7564040,Barcelona2
ISIC_9981558,Barcelona2
ISIC_5474923,Barcelona2
ISIC_7397129,Barcelona2
ISIC_0350269,Barcelona2
ISIC_3696488,Barcelona2
ISIC_7830880,Barcelona2
ISIC_9844010,Barcelona2
ISIC_5360115,Barcelona2
ISIC_2093604,Barcelona2
ISIC_1336519,Barcelona2
ISIC_3046710,Barcelona2
ISIC_7169788,Barcelona2
ISIC_5743012,Barcelona2
ISIC_5128216,Barcelona2
ISIC_0169687,Barcelona2
ISIC_4102316,Barcelona2
ISIC_0678543,Barcelona2
ISIC_7832431,Barcelona2
ISIC_7707720,Barcelona2
ISIC_1685333,Barcelona2
ISIC_3205354,Barcelona2
ISIC_9171392,Barcelona2
ISIC_4811165,Barcelona2
ISIC_0631689,Barcelona2
ISIC_5418861,Barcelona2
ISIC_7513677,Barcelona2
ISIC_3607658,Barcelona2
ISIC_5655181,Barcelona2
ISIC_2561561,Barcelona2
ISIC_2178583,Barcelona2
ISIC_7710270,Barcelona2
ISIC_2547007,Barcelona2
ISIC_2459956,Barcelona2
ISIC_6193134,Barcelona2
ISIC_3370737,Barcelona2
ISIC_7897925,Barcelona2
ISIC_8356468,Barcelona2
ISIC_2815040,Barcelona2
ISIC_2687068,Barcelona2
ISIC_4971047,Barcelona2
ISIC_9016710,Barcelona2
ISIC_3712234,Barcelona2
ISIC_6413847,Barcelona2
ISIC_2211192,Barcelona2
ISIC_4300983,Barcelona2
ISIC_0442749,Barcelona2
ISIC_4323070,Barcelona2
ISIC_0351084,Barcelona2
ISIC_6216261,Barcelona2
ISIC_8901784,Barcelona2
ISIC_6014763,Barcelona2
ISIC_6561787,Barcelona2
ISIC_6431475,Barcelona2
ISIC_7696732,Barcelona2
ISIC_0345845,Barcelona2
ISIC_9817000,Barcelona2
ISIC_8519222,Barcelona2
ISIC_8185167,Barcelona2
ISIC_4773675,Barcelona2
ISIC_5540631,Barcelona2
ISIC_5148638,Barcelona2
ISIC_5751526,Barcelona2
ISIC_2378303,Barcelona2
ISIC_0686826,Barcelona2
ISIC_5653189,Barcelona2
ISIC_1834920,Barcelona2
ISIC_3374533,Barcelona2
ISIC_9174685,Barcelona2
ISIC_1046786,Barcelona2
ISIC_1864210,Barcelona2
ISIC_1499915,Barcelona2
ISIC_2377039,Barcelona2
ISIC_2500637,Barcelona2
ISIC_6493373,Barcelona2
ISIC_7139908,Barcelona2
ISIC_2679689,Barcelona2
ISIC_4089243,Barcelona2
ISIC_9094233,Barcelona2
ISIC_0612816,Barcelona2
ISIC_1714635,Barcelona2
ISIC_5065528,Barcelona2
ISIC_6893398,Barcelona2
ISIC_1980878,Barcelona2
ISIC_1107538,Barcelona2
ISIC_2468174,Barcelona2
ISIC_8647135,Barcelona2
ISIC_4924690,Barcelona2
ISIC_9794659,Barcelona2
ISIC_9079361,Barcelona2
ISIC_2882462,Barcelona2
ISIC_9517456,Barcelona2
ISIC_4180373,Barcelona2
ISIC_4197892,Barcelona2
ISIC_1435455,Barcelona2
ISIC_3100819,Barcelona2
ISIC_5485674,Barcelona2
ISIC_2306349,Barcelona2
ISIC_1540317,Barcelona2
ISIC_6267455,Barcelona2
ISIC_0592088,Barcelona2
ISIC_5495649,Barcelona2
ISIC_7284607,Barcelona2
ISIC_8030519,Barcelona2
ISIC_0790942,Barcelona2
ISIC_8050904,Barcelona2
ISIC_1652746,Barcelona2
ISIC_1000399,Barcelona2
ISIC_6448654,Barcelona2
ISIC_1711706,Barcelona2
ISIC_3005396,Barcelona2
ISIC_1404472,Barcelona2
ISIC_8817986,Barcelona2
ISIC_8280272,Barcelona2
ISIC_2757957,Barcelona2
ISIC_7295035,Barcelona2
ISIC_2855052,Barcelona2
ISIC_4446385,Barcelona2
ISIC_8142203,Barcelona2
ISIC_7829947,Barcelona2
ISIC_6555339,Barcelona2
ISIC_8042423,Barcelona2
ISIC_7308572,Barcelona2
ISIC_8716235,Barcelona2
ISIC_3567524,Barcelona2
ISIC_7984628,Barcelona2
ISIC_4730074,Barcelona2
ISIC_5301938,Barcelona2
ISIC_0410826,Barcelona2
ISIC_3056193,Barcelona2
ISIC_9888213,Barcelona2
ISIC_9882407,Barcelona2
ISIC_9963967,Barcelona2
ISIC_5281485,Barcelona2
ISIC_1342851,Barcelona2
ISIC_5582819,Barcelona2
ISIC_4677514,Barcelona2
ISIC_4938638,Barcelona2
ISIC_3644672,Barcelona2
ISIC_2790365,Barcelona2
ISIC_6385793,Barcelona2
ISIC_4981759,Barcelona2
ISIC_4284380,Barcelona2
ISIC_4062047,Barcelona2
ISIC_4363665,Barcelona2
ISIC_2051278,Barcelona2
ISIC_2363574,Barcelona2
ISIC_9415528,Barcelona2
ISIC_8706441,Barcelona2
ISIC_4312138,Barcelona2
ISIC_2408815,Barcelona2
ISIC_8804606,Barcelona2
ISIC_8938785,Barcelona2
ISIC_0754156,Barcelona2
ISIC_7009765,Barcelona2
ISIC_8724944,Barcelona2
ISIC_5205454,Barcelona2
ISIC_4167726,Barcelona2
ISIC_6306410,Barcelona2
ISIC_0253178,Barcelona2
ISIC_5459795,Barcelona2
ISIC_2799004,Barcelona2
ISIC_5942593,Barcelona2
ISIC_0683925,Barcelona2
ISIC_5523637,Barcelona2
ISIC_5434661,Barcelona2
ISIC_6366192,Barcelona2
ISIC_9772465,Barcelona2
ISIC_7581388,Barcelona2
ISIC_2560645,Barcelona2
ISIC_1696845,Barcelona2
ISIC_6768006,Barcelona2
ISIC_9862537,Barcelona2
ISIC_4427161,Barcelona2
ISIC_7373069,Barcelona2
ISIC_4905088,Barcelona2
ISIC_2502405,Barcelona2
ISIC_8225018,Barcelona2
ISIC_2963478,Barcelona2
ISIC_8146467,Barcelona2
ISIC_3272920,Barcelona2
ISIC_6882080,Barcelona2
ISIC_1033336,Barcelona2
ISIC_3927960,Barcelona2
ISIC_5572404,Barcelona2
ISIC_6337982,Barcelona2
ISIC_4094907,Barcelona2
ISIC_1843259,Barcelona2
ISIC_5912560,Barcelona2
ISIC_0494868,Barcelona2
ISIC_3914743,Barcelona2
ISIC_7342760,Barcelona2
ISIC_6759173,Barcelona2
ISIC_0412939,Barcelona2
ISIC_7825107,Barcelona2
ISIC_6092220,Barcelona2
ISIC_1745477,Barcelona2
ISIC_9337870,Barcelona2
ISIC_6866186,Barcelona2
ISIC_2419161,Barcelona2
ISIC_5751713,Barcelona2
ISIC_6226925,Barcelona2
ISIC_1223648,Barcelona2
ISIC_0430837,Barcelona2
ISIC_4349418,Barcelona2
ISIC_6578862,Barcelona2
ISIC_9414126,Barcelona2
ISIC_8108963,Barcelona2
ISIC_9765455,Barcelona2
ISIC_8697410,Barcelona2
ISIC_4066314,Barcelona2
ISIC_5635940,Barcelona2
ISIC_0399416,Barcelona2
ISIC_4111600,Barcelona2
ISIC_0687788,Barcelona2
ISIC_5778284,Barcelona2
ISIC_2683599,Barcelona2
ISIC_4804158,Barcelona2
ISIC_4418581,Barcelona2
ISIC_3495555,Barcelona2
ISIC_7216769,Barcelona2
ISIC_5002227,Barcelona2
ISIC_9089031,Barcelona2
ISIC_7517099,Barcelona2
ISIC_2384356,Barcelona2
ISIC_2325607,Barcelona2
ISIC_4337318,Barcelona2
ISIC_3843549,Barcelona2
ISIC_1162337,Barcelona2
ISIC_5473648,Barcelona2
ISIC_2978336,Barcelona2
ISIC_3428742,Barcelona2
ISIC_6452498,Barcelona2
ISIC_0836257,Barcelona2
ISIC_3909039,Barcelona2
ISIC_5644039,Barcelona2
ISIC_4975949,Barcelona2
ISIC_6135403,Barcelona2
ISIC_7521537,Barcelona2
ISIC_4742778,Barcelona2
ISIC_8073521,Barcelona2
ISIC_1172855,Barcelona2
ISIC_0452356,Barcelona2
ISIC_5367277,Barcelona2
ISIC_4663883,Barcelona2
ISIC_1938535,Barcelona2
ISIC_4400140,Barcelona2
ISIC_7923745,Barcelona2
ISIC_1930598,Barcelona2
ISIC_8981184,Barcelona2
ISIC_6126056,Barcelona2
ISIC_8797868,Barcelona2
ISIC_1836914,Barcelona2
ISIC_2037328,Barcelona2
ISIC_5726007,Barcelona2
ISIC_9252628,Barcelona2
ISIC_2694383,Barcelona2
ISIC_6108396,Barcelona2
ISIC_3487632,Barcelona2
ISIC_5680271,Barcelona2
ISIC_3609265,Barcelona2
ISIC_4509624,Barcelona2
ISIC_5988539,Barcelona2
ISIC_8758601,Barcelona2
ISIC_9529971,Barcelona2
ISIC_4787698,Barcelona2
ISIC_5867126,Barcelona2
ISIC_8397077,Barcelona2
ISIC_3038869,Barcelona2
ISIC_4888821,Barcelona2
ISIC_6695831,Barcelona2
ISIC_0410824,Barcelona2
ISIC_1763257,Barcelona2
ISIC_6661691,Barcelona2
ISIC_3671637,Barcelona2
ISIC_4716834,Barcelona2
ISIC_3211246,Barcelona2
ISIC_6526150,Barcelona2
ISIC_4063720,Barcelona2
ISIC_3165198,Barcelona2
ISIC_6602955,Barcelona2
ISIC_8991672,Barcelona2
ISIC_3360137,Barcelona2
ISIC_6537513,Barcelona2
ISIC_1919196,Barcelona2
ISIC_9945852,Barcelona2
ISIC_3465385,Barcelona2
ISIC_0969139,Barcelona2
ISIC_5890896,Barcelona2
ISIC_5555096,Barcelona2
ISIC_5659295,Barcelona2
ISIC_0413804,Barcelona2
